path,HIG,EXO,TOP,SUS,SMP,EXO,BPH,B2G,HIN,TRK,JME,MUO,EGM,TAU,BTV,PF,AlCa,DPG,TSG,Owners,online,validation,Rate,Pure Rate,PS,stream,dataset,L1 seed
HLT_DiPFJet15_FBEta3_NoCaloMatched_v,,,,,,,,,,,,,,,,,,,,0,no,,,,0,PhysicsEndOfFill,FSQJet2,L1_ZeroBias
HLT_HcalPhiSym_v,,,,,,,,,,,,,,,,,todo,,,1,yes,,5.7,5.3,1,PhysicsCommissioning,HcalNZS,L1_SingleIsoEG30er2p1 OR L1_SingleIsoEG28er2p1 OR L1_SingleEG10er2p5 OR L1_SingleEG15er2p5 OR L1_SingleEG26er2p5 OR L1_SingleEG34er2p5 OR L1_SingleEG36er2p5 OR L1_SingleEG38er2p5 OR L1_SingleEG40er2p5 OR L1_SingleEG42er2p5 OR L1_SingleEG45er2p5 OR L1_SingleEG60 OR L1_SingleMuOpen OR L1_SingleMu3 OR L1_SingleMu5 OR L1_SingleMu7 OR L1_SingleMu18 OR L1_SingleMu20 OR L1_SingleMu22 OR L1_SingleMu25 OR L1_DoubleMu_12_5 OR L1_DoubleMu_15_7 OR L1_SingleIsoEG24er2p1 OR L1_SingleIsoEG26er2p5 OR L1_SingleIsoEG28er2p5 OR L1_SingleIsoEG30er2p5 OR L1_SingleIsoEG32er2p5 OR L1_SingleIsoEG34er2p5 OR L1_DoubleEG_22_10_er2p5 OR L1_DoubleEG_25_12_er2p5 OR L1_DoubleEG_25_14_er2p5 OR L1_TripleEG_18_17_8_er2p5 OR L1_TripleMu_5_3_3 OR L1_TripleMu_5_5_3 OR L1_DoubleMu_15_7
HLT_HcalNZS_v,,,,,,,,,,,,,,,,,todo,,,1,yes,,0.81,0.81,1,PhysicsCommissioning,HcalNZS,L1_ZeroBias OR L1_SingleJet35 OR L1_SingleJet60 OR L1_SingleJet90 OR L1_SingleJet120 OR L1_SingleJet140er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet40er2p5 OR L1_DoubleJet100er2p5 OR L1_DoubleJet120er2p5 OR L1_QuadJet60er2p5 OR L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er
HLT_SinglePhoton20_Eta3p1ForPPRef_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsCommissioning,HighPtLowerPhotons,L1_SingleEG10er2p5
HLT_SinglePhoton10_Eta3p1ForPPRef_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsCommissioning,HighPtLowerPhotons,L1_ZeroBias
HLT_SinglePhoton30_Eta3p1ForPPRef_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsCommissioning,HighPtPhoton30AndZ,L1_SingleEG10er2p5
HLT_AK4CaloJet80_v,,,,,,,,,todo,,,,,,,,,,,1,yes,,,,0,PhysicsEndOfFill,HINCaloJets,L1_SingleJet35
HLT_AK4CaloJet50_v,,,,,,,,,todo,,,,,,,,,,,1,yes,,,,0,PhysicsEndOfFill,HINCaloJets,L1_ZeroBias
HLT_AK4CaloJet40_v,,,,,,,,,todo,,,,,,,,,,,1,yes,,,,0,PhysicsEndOfFill,HINCaloJets,L1_ZeroBias
HLT_AK4CaloJet30_v,,,,,,,,,todo,,,,,,,,,,,1,yes,,,,0,PhysicsEndOfFill,HINCaloJets,L1_ZeroBias
HLT_AK4CaloJet120_v,,,,,,,,,todo,,,,,,,,,,,1,yes,,,,0,PhysicsEndOfFill,HINCaloJets,L1_SingleJet60
HLT_AK4CaloJet100_v,,,,,,,,,todo,,,,,,,,,,,1,yes,,,,0,PhysicsEndOfFill,HINCaloJets,L1_SingleJet60
HLT_AK4PFJet80_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,,,0,PhysicsEndOfFill,HINPFJets,L1_SingleJet35
HLT_AK4PFJet50_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,,,0,PhysicsEndOfFill,HINPFJets,L1_ZeroBias
HLT_AK4PFJet30_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,,,0,PhysicsEndOfFill,HINPFJets,L1_ZeroBias
HLT_AK4PFJet120_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,,,0,PhysicsEndOfFill,HINPFJets,L1_SingleJet60
HLT_AK4PFJet100_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,,,0,PhysicsEndOfFill,HINPFJets,L1_SingleJet60
HLT_Physics_v,,,,,,,,,,,,,,,,,alca,Express,,2,yes,,27.29,26.89,50,PhysicsCommissioning,HLTPhysics,(none)
HLT_HcalIsolatedbunch_v,,,,,,,,,,,,,,,,,todo,,,1,yes,,0,0,1,PhysicsCommissioning,IsolatedBunch,(L1_IsolatedBunch) AND (L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT300er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er)
HLT_SingleJet30_Mu12_SinglePFJet40_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,6,PhysicsHadronsTaus,JetHT,L1_Mu3_Jet16er2p5_dR_Max0p4
HLT_RsqMR320_Rsq0p09_MR200_v,,,,,,,,,,,,,,,,,,,,0,yes,,11.81,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet35 OR L1_SingleJet60 OR L1_SingleJet90 OR L1_SingleJet120 OR L1_SingleJet140er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet40er2p5 OR L1_DoubleJet100er2p5 OR L1_DoubleJet120er2p5 OR L1_QuadJet60er2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
HLT_RsqMR320_Rsq0p09_MR200_4jet_v,,,,,,,,,,,,,,,,,,,,0,yes,,2.44,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet35 OR L1_SingleJet60 OR L1_SingleJet90 OR L1_SingleJet120 OR L1_SingleJet140er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet40er2p5 OR L1_DoubleJet100er2p5 OR L1_DoubleJet120er2p5 OR L1_QuadJet60er2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
HLT_RsqMR300_Rsq0p09_MR200_v,,,,,,,,,,,,,,,,,,,,0,yes,,22.81,2.44,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet35 OR L1_SingleJet60 OR L1_SingleJet90 OR L1_SingleJet120 OR L1_SingleJet140er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet40er2p5 OR L1_DoubleJet100er2p5 OR L1_DoubleJet120er2p5 OR L1_QuadJet60er2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
HLT_RsqMR300_Rsq0p09_MR200_4jet_v,,,,,,,,,,,,,,,,,,,,0,yes,,2.85,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet35 OR L1_SingleJet60 OR L1_SingleJet90 OR L1_SingleJet120 OR L1_SingleJet140er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet40er2p5 OR L1_DoubleJet100er2p5 OR L1_DoubleJet120er2p5 OR L1_QuadJet60er2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
HLT_Rsq0p40_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet35 OR L1_SingleJet60 OR L1_SingleJet90 OR L1_SingleJet120 OR L1_SingleJet140er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet40er2p5 OR L1_DoubleJet100er2p5 OR L1_DoubleJet120er2p5 OR L1_QuadJet60er2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
HLT_Rsq0p35_v,,,,,,,,,,,,,,,,,,,,0,yes,,1.22,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er OR L1_SingleJet35 OR L1_SingleJet60 OR L1_SingleJet90 OR L1_SingleJet120 OR L1_SingleJet140er2p5 OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200 OR L1_DoubleJet40er2p5 OR L1_DoubleJet100er2p5 OR L1_DoubleJet120er2p5 OR L1_QuadJet60er2p5 OR L1_LooseIsoEG24er2p1_HTT100er OR L1_LooseIsoEG26er2p1_HTT100er OR L1_LooseIsoEG28er2p1_HTT100er OR L1_Mu6_HTT240er OR L1_Mu6_HTT250er OR L1_DoubleEG8er2p5_HTT260er OR L1_DoubleEG8er2p5_HTT300er OR L1_DoubleEG8er2p5_HTT280er OR L1_DoubleEG8er2p5_HTT320er
HLT_QuadPFJet98_83_71_15_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet98_83_71_15_PFBTagDeepJet_1p3_VBF2_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet98_83_71_15_PFBTagDeepCSV_1p3_VBF2_v,done,todo,,,,todo,,,,,,,,,,,,,,3,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet98_83_71_15_DoublePFBTagDeepJet_1p3_7p7_VBF1_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet98_83_71_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v,done,todo,,,,todo,,,,,,,,,,,,,,3,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet70_50_45_35_PFBTagParticleNet_2BTagSum0p65_v,done,,,,,,,,,,,,,,todo,,,,,2,yes,,21.18,0,1,PhysicsHadronsTaus,JetHT,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_QuadPFJet70_50_40_35_PFBTagParticleNet_2BTagSum0p65_v,done,,,,,,,,,,,,,,todo,,,,,2,yes,,24.03,0,1,PhysicsHadronsTaus,JetHT,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_QuadPFJet70_50_40_30_v,done,,,,,,,,,,,,,,todo,,,,,2,yes,,2.85,2.04,500,PhysicsHadronsTaus,JetHT,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_QuadPFJet70_50_40_30_PFBTagParticleNet_2BTagSum0p65_v,done,,,,,,,,,,,,,,todo,,,,,2,yes,,36.66,9.78,1,PhysicsHadronsTaus,JetHT,L1_QuadJet60er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_HTT360er OR L1_HTT400er OR L1_HTT450er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_70_55_40_40_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_Mu6_HTT240er
HLT_QuadPFJet111_90_80_15_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.81,0.41,512,PhysicsHadronsTaus,JetHT,L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet111_90_80_15_PFBTagDeepJet_1p3_VBF2_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,5.7,0,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet111_90_80_15_PFBTagDeepCSV_1p3_VBF2_v,done,todo,,,,todo,,,,,,,,,,,,,,3,yes,,7.74,0,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet111_90_80_15_DoublePFBTagDeepJet_1p3_7p7_VBF1_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,5.3,0,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet111_90_80_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v,done,todo,,,,todo,,,,,,,,,,,,,,3,yes,,6.52,0,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_105_85_75_DoubleJet_85_75_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet105_88_76_15_v,done,,,,,,,,,,,,,,,,,,,1,yes,,0.41,0,512,PhysicsHadronsTaus,JetHT,L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet105_88_76_15_PFBTagDeepJet_1p3_VBF2_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,7.74,0,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet105_88_76_15_PFBTagDeepCSV_1p3_VBF2_v,done,todo,,,,todo,,,,,,,,,,,,,,3,yes,,10.18,0,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet105_88_76_15_DoublePFBTagDeepJet_1p3_7p7_VBF1_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,6.93,0,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet105_88_76_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v,done,todo,,,,todo,,,,,,,,,,,,,,3,yes,,8.55,0,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_100_80_70_DoubleJet_80_70_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet103_88_75_15_v,done,,,,,,,,,,,,,,,,,,,1,yes,,3.67,2.04,256,PhysicsHadronsTaus,JetHT,L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet103_88_75_15_PFBTagDeepJet_1p3_VBF2_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,7.74,0,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet103_88_75_15_PFBTagDeepCSV_1p3_VBF2_v,done,todo,,,,todo,,,,,,,,,,,,,,3,yes,,10.18,0,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet103_88_75_15_DoublePFBTagDeepJet_1p3_7p7_VBF1_v,todo,,,,,,,,,,,,,,,,,,,1,yes,,6.93,0,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_QuadPFJet103_88_75_15_DoublePFBTagDeepCSV_1p3_7p7_VBF1_v,done,todo,,,,todo,,,,,,,,,,,,,,3,yes,,10.18,1.63,1,PhysicsHadronsTaus,JetHT,L1_TripleJet_95_75_65_DoubleJet_75_65_er2p5 OR L1_HTT280er OR L1_HTT320er OR L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd80_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,2.85,2.04,6,PhysicsHadronsTaus,JetHT,L1_SingleJet60_FWD3p0
HLT_PFJetFwd60_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0.41,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet35_FWD3p0
HLT_PFJetFwd500_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,1.22,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd450_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,2.44,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd400_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,2.85,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd40_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0,0,25,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_PFJetFwd320_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,3.26,0,4,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd260_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,3.26,0,8,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJetFwd25_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_PFJetFwd200_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet120_FWD3p0
HLT_PFJetFwd15_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_PFJetFwd140_v,,,,,todo,,,,,,,,,,,,,,,1,yes,,0.41,0.41,1,PhysicsHadronsTaus,JetHT,L1_SingleJet90_FWD3p0
HLT_PFJet80_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,3.26,1.22,1,PhysicsHadronsTaus,JetHT,L1_SingleJet60
HLT_PFJet60_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,2.85,0.81,1,PhysicsHadronsTaus,JetHT,L1_SingleJet35
HLT_PFJet550_v,,,,,,,,todo,,,done,,,,,,,,,2,yes,,7.33,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet500_v,todo,,todo,,todo,,,todo,,,done,,,,,,,,,5,yes,,10.59,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet450_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,4.07,0,8,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet400_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,4.48,0,16,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet40_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,5.3,4.89,15,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_PFJet320_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,2.85,0.81,32,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet260_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,1.22,0,128,PhysicsHadronsTaus,JetHT,L1_SingleJet160er2p5 OR L1_SingleJet180 OR L1_SingleJet200
HLT_PFJet25_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_PFJet200_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,3.26,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet120
HLT_PFJet15_v,,,,,,,,,,,,,,,,,,,,0,yes,,0,0,0,PhysicsHadronsTaus,JetHT,L1_ZeroBias
HLT_PFJet140_v,,,,,todo,,,,,,done,,,,,,,,,2,yes,,4.07,0,1,PhysicsHadronsTaus,JetHT,L1_SingleJet90
HLT_PFHT890_v,,,,todo,,,,,,,,,,,,,,,,1,yes,,0.81,0,16,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT800_PFMET85_PFMHT85_IDTight_v,,,,,,,,,,,,,,,,,,,,0,yes,,2.85,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
HLT_PFHT800_PFMET75_PFMHT75_IDTight_v,todo,,todo,,,,,,,,,,,,,,,,,2,yes,,3.67,0,1,PhysicsHadronsTaus,JetHT,L1_HTT120er OR L1_HTT160er OR L1_HTT200er OR L1_HTT255er OR L1_HTT280er OR L1_HTT280er_QuadJet_70_55_40_35_er2p5 OR L1_HTT320er_QuadJet_80_60_er2p1_45_40_er2p3 OR L1_HTT320er_QuadJet_80_60_er2p1_50_45_er2p3 OR L1_HTT320er OR L1_HTT360er OR L1_ETT2000 OR L1_HTT400er OR L1_HTT450er
